title,link,summary,date
Stiaan van Zyl's epic century sets Sussex on course for maximum-points win over Middlesex,https://www.espncricinfo.com/series/county-div-2-2019-1166901/middlesex-vs-sussex-1166991/match-report-2,"South African bats for more than seven hours for 173, while Ben Brown offers spritely 107 as Sussex lead by 334",03-Jun-2019
'We needed just a kick and then we will click' - Hasan Ali,https://www.espncricinfo.com/story/we-needed-just-a-kick-and-then-we-will-click-hasan-ali-1187069,Pakistan reap benefits of confidence-building session after West Indies defeat,03-Jun-2019
Liam Livingstone's first ton in nearly two years steers Lancashire into strong position,https://www.espncricinfo.com/series/county-div-2-2019-1166901/lancashire-vs-leicestershire-1166990/match-report-1,Steven Croft chimes in with half century as Lancashire end day on 347 for 7,03-Jun-2019
"Don't let World Cup fool you, Yorkshire v Essex is where it's at, baby",https://www.espncricinfo.com/series/county-div-one-2019-1166898/yorkshire-vs-essex-1166932/match-report-1,"Adam Lyth, Tom Kohler-Cadmore fall just shy of centuries on even day in Leeds",03-Jun-2019
Billy Root doubles up to turn the tables on Northamptonshire,https://www.espncricinfo.com/series/county-div-2-2019-1166901/northamptonshire-vs-glamorgan-1166992/match-report-2,Batsman bounces back from being dropped on 0 to post career-best 229 at Wantage Road,03-Jun-2019
Stubborn Dominic Sibley resists Stuart Broad on dour day as hosts hold firm,https://www.espncricinfo.com/series/county-div-one-2019-1166898/warwickshire-vs-nottinghamshire-1166931/match-report-1,"Not a day to remember, but Warwickshire may find that the end justifies their means",03-Jun-2019
"Pakistan upend form book to beat England despite Root, Buttler tons",https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/england-vs-pakistan-6th-match-1144488/match-report,"Pakistan produced a superb all-round performance to trump the hosts and favourites, and end their own losing run",03-Jun-2019
Durham pair score fifties to put hosts in solid spot against Derbyshire,https://www.espncricinfo.com/series/county-div-2-2019-1166901/durham-vs-derbyshire-1166989/match-report-1,"Jack Burnham, Alex Lees produce patient knocks to defy pressure from Ravi Rampaul",03-Jun-2019
Malinga wants Sri Lanka to 'feel the shame of losing',https://www.espncricinfo.com/story/lasith-malinga-wants-sri-lanka-to-feel-the-shame-of-losing-1187043,"The senior quick bowler lashes out at his team-mates, says they haven't learnt from their mistakes even as the losses have piled up",03-Jun-2019
George Bartlett century sets Somerset for return to top,https://www.espncricinfo.com/series/county-div-one-2019-1166898/surrey-vs-somerset-1166930/match-report-1,Batsman dropped first ball reaches career-best 137 against Surrey,03-Jun-2019
Can improving Afghanistan exploit Sri Lanka's vulnerabilities?,https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/afghanistan-vs-sri-lanka-7th-match-1144489/match-preview,"Since the 2015 World Cup, Afghanistan have won more ODIs than Sri Lanka despite playing 22 fewer games",03-Jun-2019
Tests against South Africa and Bangladesh in India's 2019-20 home season,https://www.espncricinfo.com/story/tests-against-south-africa-and-bangladesh-in-india-s-2019-20-home-season-1186977,"Tours by West Indies, Zimbabwe and Australia also scheduled between December 2019 and March 2020",03-Jun-2019
Ottis Gibson channels spirit of Anthony Joshua as South Africa look to lift themselves from the canvas,https://www.espncricinfo.com/story/ottis-gibson-channels-spirit-of-anthony-joshua-as-south-africa-look-to-lift-themselves-from-the-canv-1186948,"South Africa coach looks to lift dispirited players, but faces a challenge to find right balance for India showdown",03-Jun-2019
Eoin Morgan admits England paid the price for 'a really bad day in the field',https://www.espncricinfo.com/story/eoin-morgan-admits-england-paid-the-price-for-a-really-bad-day-in-the-field-1186923,Captain challenges his fielders to return to positive ways after 'stand-off' attitude against Pakistan,03-Jun-2019
Chahar's all-round efforts secure 2-0 series win for India A,https://www.espncricinfo.com/series/sri-lanka-a-in-india-2019-1183597/india-a-vs-sri-lanka-a-2nd-unofficial-test-1183601/match-report,"Apart from the allrounder's second-innings performances, KS Bharat and Anmolpreet Singh contributed heavily with the bat",03-Jun-2019
Live report - England v Pakistan,https://www.espncricinfo.com/story/live-report-england-v-pakistan-1186830,"All the relevant stats, graphics and chat from England's World Cup game against Pakistan",03-Jun-2019
Queensland Cricket chief resigns in third year of tenure,https://www.espncricinfo.com/story/queensland-cricket-chief-resigns-in-third-year-of-tenure-1186816,"Max Walters has become the third state chief in a little more 12 months to resign, due to internal squabbles over club cricket in the state",03-Jun-2019
Shakib's IPL downtime helps matchwinning World Cup start,https://www.espncricinfo.com/story/shakib-s-ipl-downtime-helps-matchwinning-world-cup-start-1186803,The Bangladesh allrounder reaped the benefits of putting in the hard yards ahead of the tournament as he helped his team to the perfect start,03-Jun-2019
Faf du Plessis searches for new plan with South Africa's World Cup hopes in the balance,https://www.espncricinfo.com/story/faf-du-plessis-searches-for-new-plan-with-south-africa-s-world-cup-hopes-in-the-balance-1186797,"With just three days to dust themselves off before taking on India in their opening game, captain needs answers - fast",02-Jun-2019
Bangladesh hit on winning formula and victory over South Africa is proof,https://www.espncricinfo.com/story/bangladesh-hit-on-winning-formula-and-victory-over-south-africa-is-proof-1186794,Mashrafe Mortaza delighted by his side's all-round performance,02-Jun-2019
"David Wiese's five-wicket haul demolishes Middlesex, makes Sussex favourites",https://www.espncricinfo.com/series/county-div-2-2019-1166901/middlesex-vs-sussex-1166991/match-report-1,"Wiese claims 5-26 as hosts are skittled for 138, Phil Salt reaches fifty to keep visitors in control",02-Jun-2019
"Shakib, Mustafizur, Mushfiqur beat South Africa",https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/bangladesh-vs-south-africa-5th-match-1144487/match-report,The underdogs' roar was heard all around The Oval as Bangladesh outplayed South Africa in their World Cup opener,02-Jun-2019
Hostile Marchant de Lange stands Glamorgan in good stead against Northamptonshire,https://www.espncricinfo.com/series/county-div-2-2019-1166901/northamptonshire-vs-glamorgan-1166992/match-report-1,Pace and aggression delivers four wickets as visitors reach close intact,02-Jun-2019
England won't take Pakistan lightly in World Cup clash - Eoin Morgan,https://www.espncricinfo.com/story/england-won-t-take-pakistan-lightly-in-world-cup-clash-eoin-morgan-1186771,'To get anywhere near 481 you have to play unbelievably well' - England skipper,02-Jun-2019
"England, Pakistan look poles apart heading into World Cup match on record pitch",https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/england-vs-pakistan-6th-match-1144488/match-preview,Pakistan's surrender to short bowling in opening game means they can expect more of the same from hosts,02-Jun-2019
Azhar Mahmood backs Pakistan to stop England breaking their own world record,https://www.espncricinfo.com/story/azhar-mahmood-backs-pakistan-to-stop-england-breaking-their-own-world-record-1186747,"'They have to play 300 balls to reach record, we have to bowl 10 good balls to get 10 wickets' - Pakistan bowling coach",02-Jun-2019
Adaptability may be key in unpredictable World Cup - Kane Williamson,https://www.espncricinfo.com/story/adaptability-may-be-key-in-unpredictable-world-cup-kane-williamson-1186670,"The New Zealand captain expects a diversity of conditions through the tournament, and says 'there won't be one way to play'",02-Jun-2019
Live Report - Bangladesh v South Africa,https://www.espncricinfo.com/story/live-report-bangladesh-v-south-africa-1186665,Catch all the analyses and chatter from the Bangladesh v South Africa match,02-Jun-2019
"Boos follow Warner, but determination shines through",https://www.espncricinfo.com/story/boos-follow-warner-but-determination-shines-through-1186654,The reminders of sandpaper and everything that happened will continue to follow David Warner but his response remains one thing: runs,01-Jun-2019
Nerves getting back into the camp - David Warner,https://www.espncricinfo.com/story/nerves-getting-back-into-the-camp-david-warner-1186647,"Warner, who was declared the Man of the Match, was tentative at the start of his innings before growing more assured",01-Jun-2019
David Warner marks international return with match-winning 89*,https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/afghanistan-vs-australia-4th-match-1144486/match-report,Australia beat Afghanistan by seven wickets after sterling performance by their bowlers followed by half-centuries by the openers,01-Jun-2019
World record strip to be used for England-Pakistan match,https://www.espncricinfo.com/story/world-record-strip-to-be-used-for-england-pakistan-match-1186620,Batting coach Graham Thorpe admits Mark Wood could be deployed alongside Jofra Archer to target opposition batting,01-Jun-2019
'The problem is in our mind' - Karunaratne blames batsmen after bruising defeat,https://www.espncricinfo.com/story/the-problem-is-in-our-mind-karunaratne-blames-batsmen-after-bruising-defeat-1186599,"No reason why we can't win with what we've got, says Sri Lanka captain after ten-wicket loss to New Zealand in World Cup opener",01-Jun-2019
Imran Tahir reflects on 'amazing journey' as he prepares for 100th cap,https://www.espncricinfo.com/story/imran-tahir-reflects-on-amazing-journey-as-he-prepares-for-100th-cap-1186580,"South Africa's veteran spinner will be hoping to kickstart their World Cup against Bangladesh, whether he opens the bowling or not",01-Jun-2019
Tamim Iqbal's fitness a worry for Bangladesh as South Africa look to get moving,https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/bangladesh-vs-south-africa-5th-match-1144487/match-preview,Hashim Amla did not take part in the nets on the eve of the match and that could mean a big change in the South Africa XI,01-Jun-2019
Andrew McDonald enters frame for England head coach role,https://www.espncricinfo.com/story/andrew-mcdonald-enters-frame-for-england-head-coach-role-1186533,Former Australia allrounder under consideration to succeed Trevor Bayliss,01-Jun-2019
Matt Henry and Lockie Ferguson tear up Sri Lanka,https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/new-zealand-vs-sri-lanka-3rd-match-1144485/match-report,New Zealand's demolition of Sri Lanka in Cardiff was a powerful display by a team that always seems to figure at the pointy end of World Cups,01-Jun-2019
Live Report - Afghanistan v Australia,https://www.espncricinfo.com/story/live-report-afghanistan-v-australia-1186460,ESPNcricinfo's live updates and analysis of Afghanistan v Australia at the World Cup,01-Jun-2019
As it happened - New Zealand v Sri Lanka,https://www.espncricinfo.com/story/as-it-happened-new-zealand-v-sri-lanka-1186428,ESPNcricinfo's live updates and analysis for New Zealand and Sri Lanka's opening game of World Cup 2019,01-Jun-2019
"Ashes opener locked in for Gabba, but no India guarantee",https://www.espncricinfo.com/story/ashes-opener-locked-in-for-gabba-but-no-india-guarantee-1186404,The ground will undergo extensive improvement works after gaining Government funding which aim to be completed for the Men's T20 World Cup in 2020,01-Jun-2019
PCB hopeful of South Africa touring Pakistan within 12 months,https://www.espncricinfo.com/story/pcb-hopeful-of-south-africa-touring-pakistan-within-12-months-1186373,The PCB managing director Wasim Khan has extended the invitation although it is understood South Africa have not committed to it just yet,31-May-2019
"Saving runs, scoring runs ... it's all the same for Jason Roy",https://www.espncricinfo.com/story/saving-runs-scoring-runs-it-s-all-the-same-for-jason-roy-1186347,"Stokes stole the plaudits, but England's stunning fielding against South Africa was a major factor in their win",31-May-2019
"WI just want to be aggressive, even if we give up runs - Holder",https://www.espncricinfo.com/story/west-indies-just-want-to-be-aggressive-even-if-we-give-up-runs-jason-holder-1186365,"After decimating Pakistan with their bouncer barrage, the West Indies captain said you can plenty more where that came from",31-May-2019
ICC to give full refunds after Trent Bridge ticket delays,https://www.espncricinfo.com/story/icc-to-give-full-refunds-after-trent-bridge-ticket-delays-1186363,"Queues of ""1600-1700 people"" caused some fans to miss the start of Pakistan-West Indies game",31-May-2019
Russell's spell was the turning point - Sarfaraz Ahmed,https://www.espncricinfo.com/story/russell-s-spell-was-the-turning-point-sarfaraz-ahmed-1186355,"The Pakistan captain refuted the idea that his batsmen couldn't handle West Indies' short-pitched bowling, and put their heavy defeat down to poor shot selection",31-May-2019
Andre Russell confident of fitness for Australia clash,https://www.espncricinfo.com/story/andre-russell-confident-of-fitness-for-australia-clash-1186352,The allrounder limped heavily after the match with his left knee hampering his movement,31-May-2019
Tamim Iqbal cleared of fracture after suffering wrist injury in nets,https://www.espncricinfo.com/story/tamim-iqbal-cleared-of-fracture-after-suffering-wrist-injury-in-nets-1186342,Opener gives Bangladesh another injury concern ahead of opening World Cup fixture against South Africa,31-May-2019
Warner fit to play as Australia brace for early spin test,https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/afghanistan-vs-australia-4th-match-1144486/match-preview,The spin of Rashid Khan and a serviceable bevy of seam and swing operatives present the opportunity for Afghanistan to trip up Finch's men early,31-May-2019
Oshane Thomas and Andre Russell keep it short and to the point as Pakistan are routed,https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/pakistan-vs-west-indies-2nd-match-1144484/match-report,West Indies lay a marker by crushing Pakistan with 36.2 overs to spare at Trent Bridge,31-May-2019
Settled New Zealand take aim at ragtag Sri Lanka,https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/new-zealand-vs-sri-lanka-3rd-match-1144485/match-preview,Wicketkeeper Tom Latham has resumed training at full tilt and is set to return from a finger injury,31-May-2019
As it happened - Pakistan v West Indies,https://www.espncricinfo.com/story/as-it-happened-pakistan-v-west-indies-1186239,"All the analyses, stats, tweets and chatter from the Pakistan v West Indies game",31-May-2019
"'At a professional level, players should be picked on merit'' - Kagiso Rabada",https://www.espncricinfo.com/story/at-a-professional-level-players-should-be-picked-on-merit-kagiso-rabada-1186024,"Transformation should be trialled at the grassroots, says the South Africa fast bowler",31-May-2019
'England was better than us in all three facets of the game' - Faf du Plessis,https://www.espncricinfo.com/story/england-was-better-than-us-in-all-three-facets-of-the-game-faf-du-plessis-1186184,"South Africa determined to learn from opening loss and move on, captain says",30-May-2019
Justin Langer makes one last plea for fans not to heckle Steve Smith and David Warner,https://www.espncricinfo.com/story/justin-langer-makes-one-last-plea-for-fans-not-to-heckle-steve-smith-and-david-warner-1186182,'They are human beings. They made a mistake. They have paid the price for it' - Langer,30-May-2019
'No way! You cannot do that!': What they said about Ben Stokes' world-beating catch,https://www.espncricinfo.com/story/no-way-you-cannot-do-that-what-they-said-about-ben-stokes-world-beating-catch-1186174,All the buzz about that incredible dismissal,30-May-2019
David Warner to open in Australia's first World Cup match if fully fit on match eve,https://www.espncricinfo.com/story/david-warner-to-open-in-australia-s-first-world-cup-match-if-fully-fit-on-match-eve-1186177,Justin Langer says decision on glute injury won't be left until match day to be fair to player missing out,30-May-2019
"David Willey, Duanne Olivier ponder roads less travelled as Yorkshire draw with Hampshire",https://www.espncricinfo.com/series/county-div-one-2019-1166898/yorkshire-vs-hampshire-1166929/match-report-4,No stopping Gary Ballance as he brings up another ton to knock on England selectors' door,30-May-2019
Jeetan Patel's 12 wickets eclipses Gareth Batty's 10 as Warwickshire defeat Surrey,https://www.espncricinfo.com/series/county-div-one-2019-1166898/warwickshire-vs-surrey-1166928/match-report-4,Surrey's title defence looks unlikely as Warwickshire break losing streak with 130-run win,30-May-2019
As it happened: England v South Africa,https://www.espncricinfo.com/story/as-it-happened-england-v-south-africa-1186167,"The hosts began their World Cup campaign in emphatic fashion, with four half-centuries, an astonishing boundary catch, and the birth of a new superstar",30-May-2019
Tim Murtagh six-for delivers Middlesex's first win of the season,https://www.espncricinfo.com/series/county-div-2-2019-1166901/worcestershire-vs-middlesex-1166988/match-report-4,Veteran seamer helps run through Worcestershire as Middlesex wrap up 127-run victory on final day,30-May-2019
Marnus Labuschagne knock keeps Glamorgan unbeaten as match with Sussex is drawn,https://www.espncricinfo.com/series/county-div-2-2019-1166901/sussex-vs-glamorgan-1166987/match-report-4,Nick Selman falls one short of century as Glamorgan withstand Luke Wells five-for,30-May-2019
Simon Harmer takes 11 wickets to seal Essex win over Kent,https://www.espncricinfo.com/series/county-div-one-2019-1166898/essex-vs-kent-1166927/match-report-4,Daniel Bell-Drummond fifty in vain as off-spinner becomes leading Championship wicket-taker,30-May-2019
Matt Taylor five-for secures draw for Gloucestershire against Lancashire,https://www.espncricinfo.com/series/county-div-2-2019-1166901/gloucestershire-vs-lancashire-1166985/match-report-4,Taylor claims career-best figures after middle two days lost to weather,30-May-2019
Whom is Sachin Tendulkar waiting to watch at the World Cup?,https://www.espncricinfo.com/story/whom-is-sachin-tendulkar-waiting-to-watch-at-the-world-cup-1186139,Indian legend hopes the long gap Virat Kohli's team has between the warm-ups and the tournament opener won't affect preparations,30-May-2019
Cricket Australia poach new Big Bash League chief from AFL,https://www.espncricinfo.com/story/cricket-australia-poach-new-big-bash-league-chief-from-afl-1186097,Appointment comes at a time when the league finds itself at the crossroads,30-May-2019
Tony Palladino bags seven wickets as Derbyshire's seamers finish off Leicestershire,https://www.espncricinfo.com/series/county-div-2-2019-1166901/leicestershire-vs-derbyshire-1166986/match-report-4,Bowler adds two wickets to first-innings five-for in 65-run victory,30-May-2019
Pakistan need quick fixes to break 10-match rut,https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/pakistan-vs-west-indies-2nd-match-1144484/match-preview,"At a ground where England made 481 not too long ago, Pakistan's task will be cut out against West Indies",30-May-2019
BCCI suspends Rinku Singh for taking part in Abu Dhabi T20 tournament,https://www.espncricinfo.com/story/bcci-suspends-rinku-singh-for-taking-part-in-abu-dhabi-t20-tournament-1186047,"Such violations will not be tolerated in the future, and strict action will be taken, says the BCCI in a statement",30-May-2019
Sussex sign Australia's Alex Carey for Vitality Blast,https://www.espncricinfo.com/story/sussex-sign-australia-s-alex-carey-for-vitality-blast-1186034,"Australia keeper, currently in England for the World Cup, will be available for full Blast campaign",30-May-2019
CSA to host Australia women after T20 World Cup,https://www.espncricinfo.com/story/csa-to-host-australia-women-after-t20-world-cup-1186003,South Africa to also host emerging teams' series against Bangladesh in July,30-May-2019
Tim Paine saying 'prayers' for a fully fit James Pattinson for Ashes,https://www.espncricinfo.com/story/tim-paine-saying-prayers-for-a-fully-fit-james-pattinson-for-ashes-1185992,"Pattinson also met with Australia coach Justin Langer in Southampton last week to map out a plan over the coming months, which is likely to include more four-day games",30-May-2019
Hayley Matthews' 107* off 62 completes whitewash,https://www.espncricinfo.com/series/wi-w-in-eng-and-ire-2019-1168009/ireland-women-vs-west-indies-women-3rd-t20i-1185156/match-report,The opener struck her maiden T20I century to help West Indies clinch the series 3-0,30-May-2019
Marnus Labuschagne hundred continues Glamorgan fightback,https://www.espncricinfo.com/series/county-div-2-2019-1166901/sussex-vs-glamorgan-1166987/match-report-3,Australia international scores third ton of the season as Sussex bowlers continue to be repelled,29-May-2019
Dawid Malan 124 presses Middlesex advantage despite bad weather,https://www.espncricinfo.com/series/county-div-2-2019-1166901/worcestershire-vs-middlesex-1166988/match-report-3,Middlesex extend lead to 352 in pursuit of first win after much of the day lost to rain,29-May-2019
"Gary Ballance's run-scoring feats appreciated in Yorkshire, if not England",https://www.espncricinfo.com/series/county-div-one-2019-1166898/yorkshire-vs-hampshire-1166929/match-report-3,Another 50-plus score in a season in which he currently averages more than 100 kept Yorkshire afloat,29-May-2019
Alastair Cook misses out on career first as Essex grind down Kent,https://www.espncricinfo.com/series/county-div-one-2019-1166898/essex-vs-kent-1166927/match-report-3,Former England opener falls for 90 before arrival of rain gives the visitors a glimmer of hope,29-May-2019
Derbyshire close in on victory despite Hasan Azad vigil,https://www.espncricinfo.com/series/county-div-2-2019-1166901/leicestershire-vs-derbyshire-1166986/match-report-3,Regular breakthroughs on rain-interrupted day leave Leicestershire needing something special from their No. 3,29-May-2019
Rain hits Warwickshire's hopes of victory push,https://www.espncricinfo.com/series/county-div-one-2019-1166898/warwickshire-vs-surrey-1166928/match-report-3,Only 22 overs possible as Warwickshire look to stretch their lead over the champions,29-May-2019
World Cup 2019 opening party - live,https://www.espncricinfo.com/story/world-cup-2019-opening-party-live-1185960,Get in the World Cup mood with updates from the tournament opening party on the Mall,29-May-2019
Joe Denly puts World Cup disappointment behind him to focus on Ashes,https://www.espncricinfo.com/story/joe-denly-puts-world-cup-disappointment-behind-him-to-focus-on-ashes-1185958,'There's no point in me moping around' discarded squad member says,29-May-2019
"Years of World Cup planning, preparation and hurt all come down to this: England v South Africa",https://www.espncricinfo.com/series/icc-cricket-world-cup-2019-1144415/england-vs-south-africa-1st-match-1144483/match-preview,Two sides with arguably the most torrid tournament histories of them all kick off 2019 edition,29-May-2019
South Africa look to Plan B and C without Dale Steyn,https://www.espncricinfo.com/story/south-africa-look-to-plan-b-and-c-without-dale-steyn-1185940,Faf du Plessis admits fast bowler's early absence recovering from injury is a 'big loss',29-May-2019
Eoin Morgan sets the stage as England seek to inspire a generation,https://www.espncricinfo.com/story/eoin-morgan-sets-the-stage-as-england-seek-to-inspire-a-generation-1185938,"Captain draws on England's women's side, who won a home World Cup in 2017, to show the effect it could have",29-May-2019
SACA launches legal action against CSA,https://www.espncricinfo.com/story/saca-launches-legal-action-against-csa-1185933,The South African Cricketers' Association has filed a court application to have Cricket South Africa's decision to restructure domestic competition reviewed,29-May-2019
Mashrafe to play Bangladesh's World Cup opener despite hamstring strain,https://www.espncricinfo.com/story/mashrafe-mortaza-to-play-bangladesh-s-world-cup-opener-despite-hamstring-strain-1185924,"Among the other injury concerns that Bangladesh have, Tamim Iqbal, who missed the warm-up against India, is expected to be fit for the South Africa match",29-May-2019
Gavin Robertson battling aggressive brain cancer,https://www.espncricinfo.com/story/gavin-robertson-battling-aggressive-brain-cancer-1185881,The former offspinner has undergone surgery to remove a brain tumour and is now set to begin an intensive course of chemo and radiation therapy,29-May-2019
KL Rahul's century the biggest positive - Virat Kohli,https://www.espncricinfo.com/story/kl-rahul-s-century-the-biggest-positive-virat-kohli-1185878,The India captain has hinted that KL Rahul has made a late push to take a key position in the middle order for the start of the World Cup,29-May-2019
Sabbir v Mosaddek and other Bangladesh selection issues,https://www.espncricinfo.com/story/sabbir-v-mosaddek-and-other-bangladesh-selection-issues-1185876,Will Bangladesh change their plans for who the finisher will be and what is their best bowling combination to face South Africa?,28-May-2019
"Hampshire hold edge via Sam Northeast, James Fuller fifties",https://www.espncricinfo.com/series/county-div-one-2019-1166898/yorkshire-vs-hampshire-1166929/match-report-2,The visitors might have had a stronger advantage still but for two aberrant dismissals before lunch,28-May-2019
Jeetan Patel wheels Warwickshire into ascendancy against champions Surrey,https://www.espncricinfo.com/series/county-div-one-2019-1166898/warwickshire-vs-surrey-1166928/match-report-2,"Captain bags four-for with only Ben Foakes marshalling resistance for Surrey, giving hosts a 105-run lead",28-May-2019
Bowlers thrive as Wayne Madsen fifty gives Derbyshire edge,https://www.espncricinfo.com/series/county-div-2-2019-1166901/leicestershire-vs-derbyshire-1166986/match-report-2,Tony Palladino five-for gives visitors the lead but Leicestershire hit back in final session,28-May-2019
"Tom Helm, Dawid Malan fire to put Middlesex on top",https://www.espncricinfo.com/series/county-div-2-2019-1166901/worcestershire-vs-middlesex-1166988/match-report-2,Fast bowler's five-for sees Worcestershire skittled before captain Dawid Malan notches unbeaten hundred,28-May-2019
Marnus Labuschagne battles for Glamorgan after Ben Brown ton,https://www.espncricinfo.com/series/county-div-2-2019-1166901/sussex-vs-glamorgan-1166987/match-report-2,Sussex captain bats his side into a 234-run lead before Glamorgan find a response with the bat,28-May-2019
Simon Harmer takes Essex back in time to Championship glory days,https://www.espncricinfo.com/series/county-div-one-2019-1166898/essex-vs-kent-1166927/match-report-2,Essex spinner wheels away with support from three-man seam attack to help dismiss Kent for 182,28-May-2019
"'If I don't know what speed it's going to come out, the batters won't either' - Liam Plunkett",https://www.espncricinfo.com/story/if-i-don-t-know-what-speed-it-s-going-to-come-out-the-batters-won-t-either-liam-plunkett-1185767,England's middle-innings enforcer determined to make speed variation his World Cup weapon,28-May-2019
Overnight storm forces play to be called off for the day,https://www.espncricinfo.com/series/county-div-2-2019-1166901/gloucestershire-vs-lancashire-1166985/match-report-2,Wet area on pitch means no play is possible on day two,28-May-2019
Steyn ruled out of South Africa's World Cup opener,https://www.espncricinfo.com/story/dale-steyn-ruled-out-of-south-africa-s-world-cup-opener-1185762,The fast bowler didn't feature in the warm-up against Sri Lanka and only bowled off a few paces at training on Tuesday,28-May-2019
Shai Hope and Andre Russell shine in domineering West Indies victory,https://www.espncricinfo.com/series/world-cup-warm-up-2019-1173340/new-zealand-vs-west-indies-1173353/match-report,Tom Blundell's century a bright spark for New Zealand in 751-run game,28-May-2019
"Rahul, Dhoni tons, Kuldeep's return to form headline India's win",https://www.espncricinfo.com/series/world-cup-warm-up-2019-1173340/bangladesh-vs-india-1173354/match-report,Mustafizur Rahman's form with the ball and the knocks from Liton Das and Mushfiqur Rahim the big positives for Bangladesh despite their loss,28-May-2019
Three questions Australia still need to answer,https://www.espncricinfo.com/story/three-questions-australia-still-need-to-answer-1185711,"Australia's warm-up in England brought three victories, but now Justin Langer has to finally nail down his starting XI for the opening game of the World Cup",28-May-2019
Usman Khawaja stakes claim despite injury scare in World Cup warm-up,https://www.espncricinfo.com/story/usman-khawaja-stakes-claim-despite-injury-scare-in-world-cup-warm-up-1185705,Batsman returns to make 89 against Sri Lanka after hobbling from the field when he was struck on the knee while fielding,27-May-2019
Fidel Edwards blows some toes off to put Yorkshire on the back foot,https://www.espncricinfo.com/series/county-div-one-2019-1166898/yorkshire-vs-hampshire-1166929/match-report-1,Four wickets in 12 balls puts Hampshire back in command on rain-affected day,27-May-2019
Phil Salt makes it two centuries in a row to compound visitors' woes,https://www.espncricinfo.com/series/county-div-2-2019-1166901/sussex-vs-glamorgan-1166987/match-report-1,Nick Selman carries his bat but runs out of partners as Glamorgan are bowled out for 186,27-May-2019
Tony Palladino bowls Derbyshire back into the match with 3 for 3,https://www.espncricinfo.com/series/county-div-2-2019-1166901/leicestershire-vs-derbyshire-1166986/match-report-1,Visitors bowled out for 139 but 35-year-old seamer puts them back on track,27-May-2019
Liam Norwell firing with bat and ball to lead Warwickshire hopes against relegation,https://www.espncricinfo.com/series/county-div-one-2019-1166898/warwickshire-vs-surrey-1166928/match-report-1,New recruit follows nine wickets on debut last week with unbeaten half-century against Surrey,27-May-2019
Middlesex bowlers strike back after Dawid Malan offers only true batting resistance,https://www.espncricinfo.com/series/county-div-2-2019-1166901/worcestershire-vs-middlesex-1166988/match-report-1,Tom Helm claims two wickets to put Worcestershire on the back foot,27-May-2019
Saqib Mahmood claims four wickets to contain Gloucestershire,https://www.espncricinfo.com/series/county-div-2-2019-1166901/gloucestershire-vs-lancashire-1166985/match-report-1,England Lions seamer ends bright start led by Miles Hammond's half-century,27-May-2019
Alastair Cook century puts Essex in strong position against Kent,https://www.espncricinfo.com/series/county-div-one-2019-1166898/essex-vs-kent-1166927/match-report-1,Former England captain hits first competitive ton since international retirement,27-May-2019
'I'd rather be favourites than non-contenders' - Eoin Morgan on England's World Cup hopes,https://www.espncricinfo.com/story/i-d-rather-be-favourites-than-non-contenders-eoin-morgan-on-england-s-world-cup-hopes-1185695,"Eoin Morgan satisfied with ruthless dismissal of opposition, as England head to World Cup opener in ideal frame of mind",27-May-2019
"Priyank Panchal, Abhimanyu Easwaran, Rahul Chahar lead India A to innings win",https://www.espncricinfo.com/series/sri-lanka-a-in-india-2019-1183597/india-a-vs-sri-lanka-a-1st-unofficial-test-1183600/match-report-3,Dickwella's century the only bright spot for visitors in three-day loss,27-May-2019
Usman Khawaja injury worries Australia ahead of World Cup opener,https://www.espncricinfo.com/story/usman-khawaja-injury-worries-australia-ahead-of-world-cup-opener-1185656,The batsman hobbled off the field after being struck on the left kneecap while trying to make a diving stop during the warm-up match against Sri Lanka,27-May-2019
Mark Wood ready for action after getting all-clear on ankle injury,https://www.espncricinfo.com/story/mark-wood-ready-for-action-after-getting-all-clear-on-ankle-injury-1185604,Fast bowler plays down fitness worries as he prepares to get back up to full speed in England's World Cup opener,27-May-2019
Joe Root and Jason Roy star as Afghanistan feel England's full power,https://www.espncricinfo.com/series/afg-in-scot-2019-1144421/england-vs-afghanistan-1173352/match-report,"Afghanistan powerless to resist after being rolled aside for 160, as England win with more than 32 overs to spare",27-May-2019
Usman Khawaja's 89 allays injury fears as Australia win,https://www.espncricinfo.com/series/wc-warm-up-2019-1144420/australia-vs-sri-lanka-1173351/match-report,"For Sri Lanka, a succession of starts were wasted, with only Lahiru Thirimanne going past 50",27-May-2019
England are 'favourites' for the World Cup - Glenn McGrath,https://www.espncricinfo.com/story/england-are-favourites-for-the-world-cup-glenn-mcgrath-1185591,"McGrath is impressed by the way the World Cup hosts have gone about scoring runs in ODIs recently, and believes India and Australia are the other contenders for the Cup",27-May-2019
